I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
2871	Tsu	1909	6	8	5	46	 30.0		 7.6		 7.6						CHILE		CHILE	 -26.500	  -70.500	160																								
2867		1909	6	11	21	6			 6.2		 6.2					10	FRANCE		FRANCE:  VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON	  43.700	    5.400	120	      40	1						2																
2876		1909	7	7	21	37	 50.0	230	 8.1		 8.1					7	AFGHANISTAN		AFGHANISTAN:  HINDU-KUSH	  36.500	   70.500	40																								
2880		1909	7	8	2	30											PAKISTAN		PAKISTAN	  35.500	   72.500	60	      10	1						1																
9332	Tsu	1909	7	8													VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO	 -15.500	  167.200	170								2		3		3								2		3		
2881		1909	7	15	0	28	    	4	 5.7						 5.7	10	GREECE		GREECE:  CHAVARI (ELIS)	  37.900	   21.500	130		1																						
2884	Tsu	1909	7	30	10	51	 54.0		 7.8		 7.8						MEXICO		MEXICO:  ACAPULCO	  16.800	  -99.800	150								3		3										3		3		
2886	Tsu	1909	8	14	6	30		33	 6.9		 6.9						JAPAN		JAPAN:  OOMI	  35.400	  136.300	30	      41	1						3	976	3			      41	1						3	976	3		
2888		1909	8	24	22	32	    									12	ITALY		ITALY:  CENTRAL	  43.200	   11.500	130																								
2889		1909	10	20	23	41	    	60	 7.2						 7.2		PAKISTAN		PAKISTAN	  30.000	   68.000	60	     231	3						2																
2890		1909	10	21	16	27	    	5								12	ITALY		ITALY:  SICILY	  37.700	   15.200	130																								
2891		1909	10	29	17	38	    		 5.8						 5.8	8	TURKEY		TURKEY:  KOGLACIK	  40.300	   29.600	140								3																
2892		1909	10	31	10	23	    		 4.7						 4.7		MEXICO		MEXICO:  GUERRERO,MICHOACAN	  17.000	 -101.200	150								3																
2893		1909	11	10	6	13	    	190	 7.9						 7.9		JAPAN		JAPAN:  KYUSHU	  32.000	  131.000	30																								
7993		1909	11	21	7	36			 7.3		 7.3						TAIWAN		TAIWAN	  24.400	  121.800	30	       4	1						1	14	1			       4	1						1	14	1		
2895		1909	12	9	23	23			 7.7						 7.7		SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.000	  165.000	170																								
2894	Tsu	1909	12	9	23	28		100	 8.0						 8.0	8	USA TERRITORY	GU	GUAM	  12.500	  145.000	170								2												2				
2898		1910	1	1	11	2	    	60	 7.5		 7.5						HONDURAS		HONDURAS	  17.000	  -85.000	100																								
2899		1910	1	8	14	49	 30.0		 6.8		 6.8						CHINA		CHINA:  YELLOW SEA	  35.000	  122.000	30								2		3										2		3		
2900		1910	2	12	18	10	    	350	 7.4		 7.4				 7.6		JAPAN		JAPAN:  HONSHU:  S OF	  33.000	  138.500	30																								
7464	Tsu	1910	2	25					 6.0		 6.0						PAPUA NEW GUINEA		PAPUA NEW GUINEA:  MATUPI HARBOR	  -4.250	  152.250	170																								
2901		1910	4	12	0	22	 13.0	200	 7.8		 7.8						TAIWAN		TAIWAN	  25.500	  122.500	30	      60	2						1	13	1			      60	2						1	13	1		
2902		1910	4	13			    										COSTA RICA		COSTA RICA:  CARTAGO	   9.800	  -84.000	100	    1750	4						2																
2904		1910	5	4	23	50	    										COSTA RICA		COSTA RICA:  CARTAGO, SAN JOSE	  10.000	  -84.000	100	     700	3						3																
2905		1910	5	22	6	25	    	60	 7.5						 7.5		JAPAN		JAPAN:  HOKKAIDO	  42.000	  145.000	30																								
2906		1910	6	1	5	55	    	80	 7.5						 7.5		VANUATU		VANUATU ISLANDS	 -20.000	  169.000	170																								
2908		1910	6	7	2	5	    	33	 5.9						 5.9	10	ITALY		ITALY:  CALITRI	  40.900	   15.400	130																								
2909		1910	6	16	6	30	 42.0	100	 7.9	 7.9	 8.1	 7.9					VANUATU		VANUATU ISLANDS	 -19.000	  169.500	170																								
2910		1910	6	24	13	27		33	 6.4		 6.4					11	ALGERIA		ALGERIA:  MASQUERAY,  KABYLIA	  36.000	    4.000	15	      12	1						1					      12	1						1				
2911		1910	6	25	19	26	    		 6.1						 6.1	7	TURKEY		TURKEY:  HACIHAMZA,OSMANCIK,ISKILIP	  40.900	   34.600	140								3																
2912		1910	9	24	3		    		 6.9						 6.9	9	MEXICO		MEXICO:  OAXACA	  16.800	  -95.900	150								2																
2913		1910	10	27													MOROCCO		MOROCCO:  MELILLA; CANARY I:  PENON DE LA GOMERA	  35.300	   -2.970	15								2																
9272		1910	11	9	6	2		70	 7.9		 7.9						VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO	 -16.000	  166.000	170																								
2914	Tsu	1910	11	10	12	19	 54.0	90	 7.2		 7.2						VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO	 -14.000	  166.500	170								2												2				
2915		1910	11	26	4	39	    	33	 8.0		 8.0						SOLOMON ISLANDS		SOLOMON ISLANDS	  -8.000	  167.000	170																								
2916		1910	12	13	11	37	 24.0		 7.3		 7.3						ZAMBIA		ZAMBIA	  -8.000	   31.000	10	       2	1						2																
2917		1910	12	16	14	45			 7.5		 7.5						INDONESIA		INDONESIA:  TALAUD ISLANDS	   4.500	  126.000	170																								
6576	Tsu	1910	12	18	2	42			 6.7		 6.7					8	INDONESIA		INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS	   4.000	  127.000	170								1				1								1				1
6541	Tsu	1910	12	30				60	 6.2		 6.2					7	PHILIPPINES		PHILIPPINES:  SULU SEA	   9.000	  125.500	170								1												1				
2919		1911	1	3	23	25	 45.0	25	 7.7	 7.7	 8.4					10	KAZAKHSTAN		KAZAKHSTAN:  ALMA-ATA, TURKESTAN	  43.500	   77.500	40	     450	3						3					     450	3						3				
7994		1911	1	26					 5.5		 5.5					7	CHINA		CHINA:  HEBEI PROVINCE	  39.800	  114.500	30		1				1		2		3				1				1		2		3		
8391	Tsu	1911	1	27	23	6	  5.0									9	PHILIPPINES		PHILIPPINES:  LUZON:  TAAL VOLCANO	  14.002	  120.993	170								1		1		1	    1335	4			199	3		3	543	3		1
7868		1911	2	18	18	41	 14.0	26	 7.4		 7.4						TAJIKISTAN		TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR	  38.200	   72.800	40	      90	2						3		3		3	      90	2						3		3		
2925		1911	2	18	21	36			 6.7		 6.7					10	GREECE		GREECE-ALBANIA	  41.100	   20.700	130																								
2927		1911	4	18	18	14	 36.0	50	 6.7		 6.7						IRAN		IRAN:  RAVAR	  31.230	   57.030	140	     700	3						3		3			     700	3						3		3		
2928		1911	5	4	23	36	 48.0	240	 7.6		 7.6					7	RUSSIA		RUSSIA:  NEAR KAMCHATKA	  51.800	  156.000	50																								
6254	Tsu	1911	5	8													PAPUA NEW GUINEA		PAPUA NEW GUINEA:  MATUPIT ISLAND	  -4.250	  152.250	170																								
8111		1911	5	14					 5.5		 5.5					7	CHINA		CHINA:  GUANGDONG PROVINCE	  23.000	  115.300	30								2		3										2		3		
2932		1911	6	7	11	2	 42.0	11	 7.9		 7.9						MEXICO		MEXICO:  MICHOACAN	  17.500	 -102.500	150	      45	1			        22	1							      45	1			22	1						
2935	Tsu	1911	6	15	14	26		160	 8.0		 8.0						JAPAN		JAPAN:  RYUKYU ISLANDS	  28.000	  130.000	30	      12	1						3	422	3			      12	1						3	422	3		
2936		1911	7	4	13	33	 26.0	190	 7.6		 7.6						AFGHANISTAN		AFGHANISTAN:  HINDU KUSH	  36.000	   70.500	40																								
2940	Tsu	1911	7	12	4	7	 36.0	50	 7.8		 7.8					10	PHILIPPINES		PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN	   9.000	  126.000	170								3				3								3				3
2941		1911	7	24			    		 5.0						 5.0	7	FRANCE		FRANCE:  NAY,BENEJACQ,ARAMITS,ARROS,GAN,BOSDARROS	  43.200	     .200	120								2																
2943		1911	8	16	22	41	 18.0	17	 7.7	 7.7	 7.7						MICRONESIA, FED. STATES OF		MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS	   7.000	  137.000	170																								
6256	Tsu	1911	9	15	13	10			 7.3		 7.3						CHILE		CHILE:  NORTHERN	 -20.000	  -72.000	160																								
10027		1911	9	22	5	1	 24.0	60	 6.9		 6.9					8	USA	AK	PRINCE WILLIAM SOUND	  60.500	 -149.000	150																				1				
2944		1911	10	15	8	52	    	1	 4.3						 4.3	10	ITALY		ITALY:  ETNA	  37.700	   15.200	130																								
2945		1911	11	18	21	35	    									10	ALBANIA		ALBANIA:  KORCE, STAROVE, POGRADEC, SALXHIJAS	  40.400	   20.500	130																								
2946		1911	12	16	19	14		50	 7.6		 7.6					4	MEXICO		MEXICO:  NEAR COAST OF GUERRERO	  17.000	 -100.700	150																								
2948		1912	1	24	16	23	    	60	 7.0						 7.0	10	GREECE		GREECE:  ASPROGERAKAS (KEPHALLENIA)	  38.000	   20.500	130		2																						
2949		1912	5	6	18	59	    	60	 7.5						 7.5	11	ICELAND		ICELAND	  64.000	  -20.000	120																								
2951		1912	5	8			    										MEXICO		MEXICO:  GUADALAJARA	  20.400	 -103.200	150								3																
2953		1912	5	23	2	24	  6.0	25	 8.0		 8.0					9	MYANMAR (BURMA)		MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO	  21.000	   97.000	60		1						3																
6257	Tsu	1912	6	8	4	42		100	 6.6		 6.6						JAPAN		SANRIKU, JAPAN	  40.500	  142.000	30								1												1				
2954		1912	7	24	11	50	    	30	 7.0		 7.0					10	PERU		PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL	  -5.620	  -80.413	160		3				3		3		3				3				3		3		3		
2955	Tsu	1912	8	9	1	29		60	 7.8						 7.8		TURKEY		TURKEY:  MARMARA SEA	  40.500	   27.200	140	    3000	4			      1575	4		4	5540	4			    3000	4			1575	4		4	5540	4		
2962		1912	9	19			    										MEXICO		MEXICO:  ACAMBAY-TIXMADEJE	  19.900	  -99.900	150								3																
2963		1912	9	29	20	51		50	 7.5	 7.5	 7.5						MICRONESIA, FED. STATES OF		MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS	   7.000	  138.000	170																								
6258	Tsu	1912	10	31	17	24		33	 6.9		 6.9					3	MICRONESIA, FED. STATES OF		MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS	   7.000	  138.000	170																								
2964		1912	11	7	7	40	    	90	 7.5						 7.5	5	USA	AK	ALASKA:  ALASKA PENINSULA	  57.500	 -155.000	150																								
2965		1912	11	8	7	54	    									9	PHILIPPINES		PHILIPPINES:  SORSOGON	  12.600	  124.000	170								2																
2966		1912	11	19	13	18	    		 7.8						 7.8		MEXICO		MEXICO:  CENTRAL, ACAMBAY, TIXMADEJE	  19.900	  -99.800	150								3																
6577	Tsu	1912	12	6												3	MICRONESIA, FED. STATES OF		MICRONESIA, FED. STATES OF:  YAP IS, CAROLINE IS			170																								
2967		1912	12	7	22	46	 50.0	620	 7.5		 7.5						ARGENTINA		ARGENTINA:   SANTIAGO DEL ESTERO PROVINCE	 -29.000	  -62.500	160																								
2969		1913	1	19	23	48	    	120	 7.5						 7.5		RUSSIA		RUSSIA:  KURIL ISLANDS	  46.000	  152.000	50								1																
6259	Tsu	1913	2	22	2	36		33	 6.8		 6.8					8	NEW ZEALAND		TASMAN SEA	 -41.800	  171.500	170								1		1										1		1		
2970		1913	2	24	2	30	    	50	 7.7						 7.7	7	ECUADOR		ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE	  -3.400	  -79.600	160		3						3		3				3						3		3		
2973	Tsu	1913	3	14	8	45	  4.3	15	 7.8	 7.8	 7.9	 7.7				9	INDONESIA		INDONESIA:  SANGIHE ISLAND	   5.354	  126.121	170	     138	3				2		2		3			     138	3				2		2		3		
2974		1913	3	24	10	34			 5.8		 5.8						IRAN		IRAN:  TEYHAN	  26.800	   53.700	140	      11	1											      11	1										
2975		1913	4	25	17	56	    	60	 7.7						 7.7		PHILIPPINES		PHILIPPINES	   9.500	  127.800	170																								
2976		1913	5	30	11	46	    	60	 7.5						 7.5		PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS	  -5.000	  154.000	170																								
2979		1913	6	14	9	33	 12.0		 6.8		 6.8					11	BULGARIA		BULGARIA:  TIRNOVO	  43.500	   25.500	110																								
2982		1913	6	26	4	57	  1.0	33	 7.6		 7.6						TONGA		TONGA ISLANDS	 -20.000	 -174.000	170																								
2983		1913	6	28	8	53										9	ITALY		ITALY:  COSENZA,ROGLIANO,BISIGANO	  39.600	   16.200	130								2																
6260	Tsu	1913	7	28	6	40		30	 7.0		 7.0					9	PERU		PERU:  AREQUIPA	 -16.600	  -73.300	160								1												1				
2985		1913	8	1	17	10	    	60	 7.7						 7.7		RUSSIA		RUSSIA:  KURIL ISLANDS	  47.500	  155.500	50																								
2987	Tsu	1913	8	6	22	14	 24.0	33	 7.9		 7.9					10	PERU		PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO	 -17.000	  -74.000	160		2						3		3		3		2						3		3		3
2984		1913	8						 6.0		 6.0					8	CHINA		CHINA:  SICHUAN PROVINCE	  28.400	  102.300	30		2						2		2				2						2		2		
6261	Tsu	1913	10	11	4	6	  3.0	33	 7.0		 7.0						PAPUA NEW GUINEA		PAPUA NEW GUINEA	  -7.000	  148.000	170																								
2989		1913	10	14	8	8	 48.0	230	 8.1		 8.1						VANUATU		VANUATU ISLANDS	 -19.500	  169.000	170																								
2990		1913	11	4	21	33		10	 6.3		 6.3					10	PERU		PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA	 -14.200	  -72.900	160	     150	3						3		3			     150	3						3		3		
2992		1913	11	10	21	12	    	80	 7.5						 7.5		VANUATU		VANUATU ISLANDS	 -18.000	  169.000	170																								
2993		1913	12	21	15	37	 38.0	10	 7.0		 7.0					9	CHINA		CHINA:  YUNNAN PROVINCE	  24.150	  102.450	30	     942	3			       112	3		3		4			     942	3			112	3		3		4		
6262	Tsu	1914	1	12				33									PERU		PERU:  CALLAO	 -12.000	  -76.600	160																								
2994	Tsu	1914	1	12					 7.1		 7.1						JAPAN		JAPAN:  SAKURIJIMA	  31.580	  130.670	30	      29	1						1	120	3			      63	1			112	3	      19.000	3	2268	4		
7785	Tsu	1914	1	15	4	28										6	ITALY		ITALY:  LIGURIAN COAST	  43.500	   10.200	130																								
2997		1914	1	30	3	35	 50.0	33	 7.6		 7.6						CHILE		CHILE:  OFF CENTRAL COAST	 -35.000	  -73.000	160																								
6578	Tsu	1914	2	26	4	58	 12.0	130	 7.2		 7.2						PERU		PERU:  AREQUIPA	 -17.000	  -72.000	160																								
2999		1914	3	15	20	0	  6.0	33	 7.2		 7.2						JAPAN		JAPAN:  SENHOKU	  39.200	  139.800	30	      94	2						3	640	3			      94	2						3	640	3		
3001		1914	3	30	0	41	    	150	 7.5						 7.5		MEXICO		MEXICO:  CHIAPAS	  16.800	  -92.200	150																								
3002		1914	5	8	18	1			 4.9		 4.9					10	ITALY		ITALY:  CATANIA,ETNA	  37.700	   15.200	130	     120	3						3	223	3			     120	3						3	223	3		
3005	Tsu	1914	5	26	14	22	 47.7	15	 8.1	 8.1	 8.0	 7.3				9	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN	  -1.829	  136.943	170		3						2		3				3						2		3		
3007		1914	5	28	11	27	    		 5.6						 5.6	7	TURKEY		TURKEY:  GEMEREK	  39.200	   36.000	140								2																
3008		1914	5	31			    	10	 5.8						 5.8	10	ECUADOR		ECUADOR:  MONTE PULLERINA	   -.200	  -78.200	160																								
3010	Tsu	1914	6	25	19	7	 25.9	35	 7.6	 7.6	 7.6	 7.6					INDONESIA		INDONESIA:  SUMATERA	  -3.924	  101.820	170	      20	1			        20	1		1		1			      20	1			20	1		1		1		
6265	Tsu	1914	7	26													INDONESIA		SUMATRA:  LAIS	  -3.500	  102.000	170																								
3012		1914	8	4	22	41	  6.0		 7.5		 7.5					8	CHINA		CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG)	  43.500	   91.500	40	       1	1						1		2			       1	1						1		2		
3013		1914	9	11	11	48	    										PERU		PERU:  CARAVELI,NAZCA,ICA,ATICO	 -15.500	  -73.200	160		1						2																
3016		1914	10	3	22	6	 34.0		 7.0		 7.0					9	TURKEY		TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA	  37.820	   30.270	140	    4000	4			       700	3		4	17000	4			    4000	4			700	3		4	17000	4		
10064	Tsu	1914	10	6	19	15										8	NEW ZEALAND		NEW ZEALAND:  NORTH ISLAND	 -37.800	  178.200	170	       1	1						2					       1	1						2				
7869		1914	10	17	6	22	 30.0		 6.0		 6.0					10	GREECE		GREECE:  THEBES	  38.250	   23.250	130																								
3019		1914	10	23	6	18	 34.0	60	 7.6	 7.6	 7.6						PALAU		MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS	   6.000	  132.500	170																								
3020		1914	11	24	11	53	 30.0	110	 8.1		 8.1	 7.9					JAPAN		JAPAN:  VOLCANO ISLANDS	  22.000	  143.000	30																								
3021	Tsu	1914	11	27	14	39	 46.0	30	 6.3		 6.3					9	GREECE		GREECE:  LEUKAS ISLAND	  38.800	   20.600	130	      14	1						3		3		2	      14	1						3		3		2
3022		1914	12	2	23	55	    									10	PERU		PERU:  PARARCA,PAYSA,COLTA,OYALA	 -15.200	  -73.200	160	      34	1						3																
3025		1915	1	13	6	52	 38.0	10	 7.5		 7.5					11	ITALY		ITALY:  MARSICA, AVEZZANO, ABRUZZI	  42.000	   13.500	130	   29978	4					      60.000	4					   29978	4					      60.000	4				
3028		1915	2	28	18	59	    	60	 7.7						 7.7		JAPAN		JAPAN:  SW RYUKYU ISLANDS	  23.600	  123.500	30																								
3029		1915	5	1	5	0	    	25	 8.1		 8.1						RUSSIA		RUSSIA:  KURIL ISLANDS	  47.000	  155.000	50																								
3031		1915	5	16	13	55	    									8	PHILIPPINES		PHILIPPINES:  SABTAN,BATAN	  11.300	  122.300	170								2																
6264	Tsu	1915	5	23													INDONESIA		INDONESIA:  KAIMANA	  -3.644	  133.695	170																								
3032		1915	6	6	21	29	    	160	 7.6						 7.6		PERU		PERU:  S	 -18.500	  -68.500	160																								
3033		1915	6	23	4	56	    		 6.2						 6.2		USA	CA	CALIFORNIA:  EL CENTRO	  32.800	 -115.500	150	       6	1					        .900	1																
3034		1915	7	31	1	31	 23.0	20	 7.3		 7.3					10	RUSSIA		RUSSIA:  OFF KAMCHATKA	  53.500	  163.300	50																								
6579	Tsu	1915	8	7	15	4	  3.0	14	 6.7		 6.7					9	GREECE		GREECE:  KEFALLONIA ISLAND, ITHACA ISLAND	  38.500	   20.700	130								3		3		2								3		3		2
3037	Tsu	1915	9	7	1	20	 48.0	80	 7.9						 7.9		GUATEMALA		GUATEMALA	  14.000	  -89.000	100																								
3038		1915	10	3	6	52	 48.0		 7.6		 7.6	 7.3			 7.7	10	USA	NV	NEVADA:  PLEASANT VALLEY	  40.500	 -117.500	150								1												1				
3041	Tsu	1915	11	1	7	23	 43.0	60	 7.8		 7.8						JAPAN		JAPAN:  NEAR E COAST HONSHU	  38.300	  142.900	30								1												1				
6542	Tsu	1915	11	6					 6.0		 6.0						INDONESIA		INDONESIA:  NW. IRIAN JAYA	  -1.000	  136.000	170																								
6314	Tsu	1915	11	18	20	19	 18.0		 6.4		 6.4					8	PHILIPPINES		PHILIPPINES:  W. LUZON ISLAND	  18.000	  119.500	170								1				1								1				1
7995		1915	12	3	2	39	 19.0		 7.0		 7.0					9	CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  29.500	   91.500	40	     170	3						2		3			     170	3						2		3		
3023		1915	12	29					 6.6		 6.6						EL SALVADOR		EL SALVADOR:  AHUACHAPAN,ATACO,APANECA	  14.560	  -88.760	100		1						2		3				1						2		3		
3043	Tsu	1916	1	1	13	20	 49.3	35	 7.9	 7.9	 7.8	 7.4					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS	  -4.739	  152.548	170								1		1										1		1		1
3044		1916	1	4	3	12	    									8	PHILIPPINES		PHILIPPINES:  PANAY:  PANAY,MAASIN	  11.100	  122.300	170								2																
3046		1916	1	13	6	18	 16.0	30	 8.1		 8.1						INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -3.000	  136.000	170																								
3047		1916	1	13	8	20	 48.0	16	 8.1		 8.1						INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -3.000	  135.500	170																								
3049		1916	1	24	6	55	  7.0	33	 7.8		 7.8				 7.8		TURKEY		TURKEY	  41.000	   37.000	140																								
6266	Tsu	1916	1	31													COSTA RICA		COSTA RICA-PANAMA			100																								
3050		1916	2	1	7	36	 22.0	33	 8.0		 8.0						JAPAN		JAPAN:  DUDA	  29.500	  131.500	30																								
3051		1916	2	6	21	51	    	60	 7.7						 7.7		USA	AK	ALASKA:  ALEUTIAN ISLANDS	  48.500	  178.500	150																								
3052		1916	2	27	20	20	 36.0	60	 7.5		 7.5						NICARAGUA		NICARAGUA:  OFF COAST	  11.000	  -86.000	100																								
3053		1916	4	18	4	1	    	170	 7.5						 7.5		USA	AK	ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS	  53.300	 -170.000	150																								
3054		1916	4	21	11	31	    	60	 7.8						 7.8		JAPAN		JAPAN:  OFF EAST COAST HONSHU	  33.000	  141.000	30																								
3055		1916	4	24	4	26	 42.0	80	 7.2		 7.2					9	DOMINICAN REPUBLIC		DOMINICAN REPUBLIC:  SANTO DOMINIGO	  18.500	  -68.000	90								1												1				
3056	Tsu	1916	4	26	2	21	 52.0	25	 7.0		 7.0					9	PANAMA		PANAMA:  ALMIRANTE, BOCAS DEL TORO	   9.600	  -82.000	90							        .025	1											        .025	1				
3057		1916	6	21	21	32	    	600	 7.5						 7.5		ARGENTINA		ARGENTINA	 -28.500	  -63.000	160																								
9990	Tsu	1916	7	3	23	21	 41.0		 5.1		 5.1					7	ITALY		ITALY:  STROMBOLI ISLAND	  38.817	   15.233	130								1				1								1				1
3058		1916	8	3	1	30	    	60	 7.5						 7.5		PAPUA NEW GUINEA		PAPUA NEW GUINEA:  N COAST	  -4.000	  144.500	170																								
3059		1916	8	25	9	44	    	180	 7.5						 7.5		CHILE		CHILE:  NORTHERN	 -21.000	  -68.000	160																								
3060		1916	8	28	6	39	 29.0	33	 7.7		 7.7						NEPAL		NEPAL; TIBET (XIZANG PROVINCE)	  30.000	   81.000	60																								
3062		1916	8	28	7	27	  5.0		 6.5		 6.5					8	TAIWAN		TAIWAN	  23.700	  120.900	30	     180	3						2	614	3			     180	3						2	614	3		
3064		1916	9	11	6	36	 30.0	100	 7.3		 7.3						INDONESIA		INDONESIA	  -9.000	  113.000	170								3	340	3										3	340	3		
3065		1916	10	28	8	15	    	11	 4.9						 4.9	7	SLOVENIA		BALKANS NW:  SLOVENIA:  GORNJI GRAD	  46.300	   14.600	130								2																
3066		1916	10	31	15	30	    	60	 7.7						 7.7		RUSSIA		RUSSIA:  KURIL ISLANDS	  46.500	  160.000	50																								
6523	Tsu	1916	11	12	0	0	    	0									VENEZUELA		VENEZUELA: OCUMARE DE LA COSTA DE ORO	  10.460	  -67.770	90																								
7996		1916	11	14	22	31	 33.0		 6.0		 6.0						TAIWAN		TAIWAN	  24.000	  121.000	30	       1	1			        20	1		1	97	2			       1	1			20	1		1	97	2		
3069		1917	1	4	16	50	  6.0		 6.3		 6.3						TAIWAN		TAIWAN:  PULI	  23.900	  120.900	30	      54	2			        85	2		1	130	3			      54	2			85	2		1	130	3		
3072	Tsu	1917	1	20	23	11	 34.0		 6.6		 6.6					9	INDONESIA		INDONESIA:  BALI	  -7.000	  116.000	170	    1500	4						2		2			    1500	4						2		2		
3073		1917	1	24	0	48	 12.0		 6.3		 6.3					8	CHINA		CHINA:  ANHUI PROVINCE:	  31.300	  116.200	30		3						3		3				3						3		3		
6267	Tsu	1917	1	25					 6.5		 6.5						CHINA		CHINA:  FUJIAN PROVINCE: OFF COAST	  24.470	  118.080	30																				1				
3074		1917	1	29	8	22	    	13	 5.6						 5.6	8	SLOVENIA		BALKANS NW:  SLOVENIA:  BREZICE	  45.900	   15.600	130								3																
3076	Tsu	1917	1	30	2	45	 36.0	40	 7.8		 7.8						RUSSIA		RUSSIA:  KAMCHATKA	  56.500	  163.000	50																								
